level,word,pinyin,english
7-9,继,jì,to continue; to follow after; to go on with; to succeed; to inherit; then; afterwards
7-9,祭,jì,to offer a sacrifice to (gods or ancestors); memorial ceremony; (in classical novels) to recite an incantation to activate a magic weapon; (lit. and fig.) to wield
7-9,继而,jì’ér,then; afterwards
7-9,计策,jìcè,stratagem
7-9,祭奠,jìdiàn,funeral rites; memorial service
7-9,忌妒,jìdu,to be jealous of; to envy
7-9,继父,jìfù,stepfather
7-9,记号,jìhao,mark; symbol; notation; seal
7-9,忌讳,jìhuì,taboo; to avoid as taboo; to abstain from
7-9,寂静,jìjìng,quiet
7-9,忌口,jìkǒu,abstain from certain food (as when ill); avoid certain foods; be on a diet
7-9,剂量,jìliàng,dosage
7-9,继母,jìmǔ,stepmother
7-9,纪念碑,jìniànbēi,monument
7-9,纪实,jìshí,record of actual events; documentary (factual rather than fictional)
7-9,祭祀,jìsì,to offer sacrifices to the gods or ancestors
7-9,寄托,jìtuō,"to entrust (to sb); to place (one's hope, energy etc) in; a thing in which you invest (your hope, energy etc)"
7-9,迹象,jìxiàng,sign; indication; mark; indicator
7-9,绩效,jìxiào,performance results; achievements
7-9,记性,jìxing,memory (ability to retain information)
7-9,纪要,jìyào,minutes (of a meeting)
7-9,家教,jiājiào,family education; upbringing; to bring sb up; private tutor
7-9,佳节,jiājié,festive day; holiday
7-9,加紧,jiājǐn,to intensify; to speed up; to step up
7-9,家境,jiājìng,family financial situation
7-9,加盟,jiāméng,to become a member of an alliance or union; to align; to join; participate
7-9,家世,jiāshì,family background; social origins
7-9,佳肴,jiāyáo,fine food; delicacies; delicious food
7-9,家用,jiāyòng,home-use; domestic; family expenses; housekeeping money
7-9,夹杂,jiāzá,to mix together (disparate substances); to mingle; a mix; to be tangled up with
7-9,家政,jiāzhèng,housekeeping
7-9,加之,jiāzhī,in addition; besides
7-9,夹子,jiāzi,clip; clamp; tongs; folder; wallet
7-9,家族,jiāzú,family; clan
7-9,假定,jiǎdìng,to assume; to suppose; supposed; so-called; assumption; hypothesis
7-9,假使,jiǎshǐ,if; in case; suppose; given ...
7-9,假装,jiǎzhuāng,to feign; to pretend
7-9,驾,jià,"to drive; to ride (a cart, horse, bicycle, etc.)"
7-9,架势,jiàshi,attitude; position (on an issue etc)
7-9,价位,jiàwèi,price level
7-9,驾驭,jiàyù,to urge on (of horse); to drive; to steer; to handle; to manage; to master; to dominate
7-9,价值观,jiàzhíguān,system of values
7-9,架子,jiàzi,shelf; frame; stand; framework; airs; arrogance
7-9,兼,jiān,double; twice; simultaneous; holding two or more (official) posts at the same time
7-9,煎,jiān,to pan fry; to sauté
7-9,煎熬,jiān’áo,to suffer from physical or mental torment
7-9,监察,jiānchá,to supervise; to control
7-9,尖端,jiānduān,sharp pointed end; the tip; the cusp; tip-top; most advanced and sophisticated; highest peak; the best
7-9,肩负,jiānfù,to shoulder (a burden); to bear; to suffer (a disadvantage)
7-9,兼顾,jiāngù,"to attend simultaneously to two or more things; to balance (career and family, family and education etc)"
7-9,监管,jiānguǎn,to oversee; to take charge of; to supervise; to administer; supervisory; supervision
7-9,坚果,jiānguǒ,nut
7-9,监护,jiānhù,to act as a guardian
7-9,艰巨,jiānjù,arduous; formidable
7-9,监控,jiānkòng,to monitor
7-9,坚韧,jiānrèn,Tough and durable; tenacious
7-9,兼任,jiānrèn,to hold several jobs at once; concurrent post; working part-time
7-9,兼容,jiānróng,compatible
7-9,尖锐,jiānruì,sharp; acute; piercing (sound); pointed
7-9,坚实,jiānshí,firm and substantial; solid
7-9,艰险,jiānxiǎn,difficult and dangerous; hardships and perils
7-9,坚信,jiānxìn,to believe firmly; without any doubt
7-9,监狱,jiānyù,prison
7-9,奸诈,jiānzhà,treachery; devious; a rogue
7-9,拣,jiǎn,to choose; to pick; to sort out; to pick up
7-9,剪彩,jiǎncǎi,to cut the ribbon (at a launching or opening ceremony)
7-9,检察,jiǎnchá,to inspect; (law) to prosecute; to investigate
7-9,简称,jiǎnchēng,to be abbreviated to; abbreviation; short form
7-9,简短,jiǎnduǎn,"brief (statement, summary etc); briefly; brevity"
7-9,减负,jiǎnfù,to reduce the burden of
7-9,简洁,jiǎnjié,concise; succinct; pithy
7-9,简练,jiǎnliàn,laconic; tersely
7-9,简陋,jiǎnlòu,simple and crude; plain and inelaborate
7-9,减免,jiǎnmiǎn,"to reduce or waive (taxes, punishment, rent, tuition etc)"
7-9,检讨,jiǎntǎo,to examine or inspect; self-criticism; review
7-9,简体字,jiǎntǐzì,"simplified Chinese character, as opposed to traditional Chinese character 繁体字"
7-9,减退,jiǎntuì,decrease; to ebb; to recede; to wane
7-9,简易,jiǎnyì,simple and easy; simplistic; simplicity
7-9,贱,jiàn,inexpensive; lowly; despicable; (bound form) (humble) my
7-9,溅,jiàn,to splash
7-9,鉴别,jiànbié,to differentiate; to distinguish
7-9,间谍,jiàndié,spy
7-9,间断,jiànduàn,disconnected; interrupted; suspended; a gap; a break
7-9,见解,jiànjiě,opinion; view; understanding
7-9,健美,jiànměi,healthy and beautiful; to do fitness exercises; abbr. for 健美运动
7-9,鉴赏,jiànshǎng,to appreciate; to value (art, culture etc)
7-9,见识,jiànshi,to gain first-hand knowledge of sth; to experience for oneself; knowledge; experience; insight
7-9,践踏,jiàntà,to trample
7-9,见外,jiànwài,to treat sb with the formal courtesy accorded to a host or a guest
7-9,见闻,jiànwén,what one has seen and heard; knowledge; one's experience
7-9,间隙,jiànxì,gap;interval
7-9,见效,jiànxiào,to have the desired effect
7-9,鉴于,jiànyú,in view of; seeing that; considering; whereas
7-9,见证,jiànzhèng,to be witness to; witness; evidence
7-9,健壮,jiànzhuàng,robust; healthy; sturdy
7-9,姜,jiāng,surname Jiang; variant of 姜; ginger
7-9,僵,jiāng,rigid; deadlock; stiff (corpse); variant of 僵
7-9,僵化,jiānghuà,to become rigid
7-9,将就,jiāngjiu,make do with; put up with; accept (something inferior)
7-9,僵局,jiāngjú,impasse; deadlock
7-9,江山,jiāngshān,mountains and rivers; the country
7-9,僵硬,jiāngyìng,stiff; rigid
7-9,奖杯,jiǎngbēi,trophy cup
7-9,讲理,jiǎnglǐ,to argue; to reason
7-9,奖赏,jiǎngshǎng,reward; award; to reward
7-9,奖项,jiǎngxiàng,award; prize
7-9,降临,jiànglín,to descend; to arrive; to come
7-9,焦,jiāo,surname Jiao; burnt; scorched; charred; worried; anxious; coke; joule (abbr. for 耳)
7-9,交叉,jiāochā,to cross; to intersect; to overlap
7-9,交锋,jiāofēng,to cross swords; to have a confrontation (with sb)
7-9,交付,jiāofù,to hand over; to deliver
7-9,娇惯,jiāoguàn,to pamper; to coddle; to spoil
7-9,交互,jiāohù,interaction; reciprocal
7-9,交集,jiāojí,(of diverse emotions) to occur simultaneously; to intermingle; common ground; points of commonality; overlap; connection; interaction; dealings; (math.) (set theory) intersection
7-9,焦急,jiāojí,anxiety; anxious
7-9,交界,jiāojiè,common boundary; common border
7-9,交接,jiāojiē,(of two things) to come into contact; to meet; to hand over to; to take over from; to associate with; to have friendly relations with; to have sexual intercourse
7-9,交纳,jiāonà,to pay (taxes or dues)
7-9,胶囊,jiāonáng,(pharm.) capsule
7-9,娇气,jiāoqì,delicate; squeamish; finicky
7-9,交情,jiāoqing,personal relationship; friendship (usually between males)
7-9,交涉,jiāoshè,to negotiate (with); to have dealings (with)
7-9,交替,jiāotì,to replace; alternately; in turn
7-9,交响乐,jiāoxiǎngyuè,symphony
7-9,郊游,jiāoyóu,excursion; outing
7-9,焦躁,jiāozào,fretful; impatient
7-9,绞,jiǎo,to twist (strands into a thread); to entangle; to wring; to hang (by the neck); to turn; to wind; classifier for skeins of yarn
7-9,搅,jiǎo,to disturb; to annoy; to mix; to stir
7-9,缴,jiǎo,to hand in; to hand over; to seize
7-9,搅拌,jiǎobàn,to stir; to agitate
7-9,狡猾,jiǎohuá,crafty; cunning; sly
7-9,缴纳,jiǎonà,to pay (taxes etc)
7-9,脚踏实地,jiǎotāshídì,to be down-to-earth; realistic without flights of fancy
7-9,侥幸,jiǎoxìng,lucky; by chance
7-9,矫正,jiǎozhèng,to correct; to rectify (e.g. a physical defect such as hearing or vision); to cure; rectification; correction; to straighten
7-9,叫板,jiàobǎn,"to signal the musicians (in Chinese opera, by prolonging a spoken word before attacking a song); (coll.) to challenge"
7-9,叫好,jiàohǎo,to applaud; to cheer
7-9,较劲,jiàojìn,to match one's strength with; to compete; more competitive; to set oneself against sb; disobliging; to make a special effort
7-9,教科书,jiàokēshū,textbook;coursebook
7-9,较量,jiàoliàng,to pit oneself against sb; to compete with sb; contest; battle; to haggle; to quibble
7-9,教条,jiàotiáo,doctrine; dogma; creed; dogmatic
7-9,教养,jiàoyǎng,to educate; to bring up; to nurture; upbringing; breeding; culture
7-9,皆,jiē,all; each and every; in all cases
7-9,接班,jiēbān,to take over (from those working the previous shift); to take over (in a leadership role etc); to succeed sb
7-9,接班人,jiēbānrén,successor
7-9,阶层,jiēcéng,social class
7-9,揭发,jiēfā,to expose; to bring to light; to disclose; revelation
7-9,街坊,jiēfang,neighbor
7-9,接轨,jiēguǐ,railtrack connection; to integrate into sth; to dock; to connect; to be in step with; to bring into line with; to align
7-9,阶级,jiējí,(social) class
7-9,接济,jiējì,to give material assistance to
7-9,接见,jiējiàn,to receive sb; to grant an interview
7-9,接力,jiēlì,relay (race etc)
7-9,揭露,jiēlù,to expose; to unmask; to ferret out; to disclose; disclosure
7-9,揭示,jiēshì,to show; to make known
7-9,接手,jiēshǒu,to take over (duties etc); catcher (baseball etc)
7-9,接替,jiētì,to replace; to take over (a position or post)
7-9,阶梯,jiētī,ladder; flight of steps
7-9,揭晓,jiēxiǎo,to announce publicly; to publish; to make known; to disclose
7-9,洁白,jiébái,snow-white
7-9,劫持,jiéchí,to kidnap; to hijack; to abduct; to hold under duress
7-9,节俭,jiéjiǎn,frugal; economical
7-9,洁净,jiéjìng,clean; to cleanse
7-9,捷径,jiéjìng,short cut
7-9,结晶,jiéjīng,to crystallize; crystallization; crystal; crystalline; (fig.) the fruit (of labor etc)
7-9,结局,jiéjú,conclusion; ending
7-9,竭力,jiélì,to do one's utmost
7-9,节气,jiéqì,solar term
7-9,结识,jiéshí,to get to know sb; to meet sb for the first time
7-9,结算,jiésuàn,to settle a bill; to close an account
7-9,节制,jiézhì,to exercise restraint; to control
7-9,解除,jiěchú,to remove; to sack; to get rid of; to relieve (sb of their duties); to free; to lift (an embargo); to rescind (an agreement)
7-9,解雇,jiěgù,to fire; to sack; to dismiss; to terminate employment
7-9,解救,jiějiù,to rescue; to help out of difficulties; to save the situation
7-9,解剖,jiěpōu,to dissect (an animal); to analyze; anatomy
7-9,解散,jiěsàn,to dissolve; to disband
7-9,解体,jiětǐ,to break up into components; to disintegrate; to collapse; to crumble
7-9,解脱,jiětuō,to untie; to free; to absolve of; to get free of; to extirpate oneself; (Buddhism) to free oneself of worldly worries
7-9,解围,jiěwéi,to lift a siege; to help sb out of trouble or embarrassment
7-9,解析,jiěxī,to analyze; to resolve; (math.) analysis; analytic
7-9,解约,jiěyuē,to cancel or terminate (a contract)
7-9,戒,jiè,to guard against; to exhort; to admonish or warn; to give up or stop doing sth; Buddhist monastic discipline; ring (for a finger)
7-9,界,jiè,(bound form) boundary; border; (bound form) realm
7-9,戒备,jièbèi,to take precautions; to guard against (emergency)
7-9,界定,jièdìng,definition; to delimit
7-9,借口,jièkǒu,excuse; pretext
7-9,介入,jièrù,to intervene; to get involved
7-9,借条,jiètiáo,receipt for a loan; IOU
7-9,界限,jièxiàn,boundary
7-9,界线,jièxiàn,limits; bounds; dividing line
7-9,介意,jièyì,mind; to care
7-9,借用,jièyòng,to borrow sth for another use; to borrow an idea for one's own use
7-9,禁不住,jīnbuzhù,can't help it; can't bear it
7-9,尽,jǐn,to the greatest extent; (when used before a noun of location) furthest or extreme; to be within the limits of; to give priority to
7-9,紧凑,jǐncòu,compact; terse; tight (schedule)
7-9,紧迫,jǐnpò,pressing; urgent
7-9,锦旗,jǐnqí,silk banner (as an award or gift)
7-9,紧缺,jǐnquē,in short supply; scarce
7-9,紧缩,jǐnsuō,(economics) to reduce; to curtail; to cut back; to tighten; austerity; tightening; crunch
7-9,尽早,jǐnzǎo,as early as possible
7-9,进程,jìnchéng,course of events; process
7-9,进攻,jìngōng,to attack; to assault; to go on the offensive; attack; assault; offense (sports)
7-9,晋级,jìnjí,to advance to a higher level
7-9,禁忌,jìnjì,taboo; contraindication (medicine); to abstain from
7-9,进军,jìnjūn,to advance; to march toward (a destination or goal); to march into
7-9,浸泡,jìnpào,to steep; to soak; to immerse
7-9,尽情,jìnqíng,as much as one likes
7-9,禁区,jìnqū,restricted area; forbidden region
7-9,晋升,jìnshēng,to promote to a higher position
7-9,尽头,jìntóu,end; extremity; limit
7-9,劲头,jìntóu,enthusiasm; zeal; vigor; strength
7-9,进修,jìnxiū,to undertake advanced studies; to take a refresher course
7-9,茎,jīng,stalk; stem
7-9,经,jīng,surname Jing; classics; sacred book; scripture; to pass through; to undergo; to bear; to endure; warp (textile); longitude; menstruation; channel (TCM); abbr. for economics 经济
7-9,精,jīng,essence; extract; vitality; energy; semen; sperm; mythical goblin spirit; highly perfected; elite; the pick of sth; proficient (refined ability); extremely (fine); selected rice (archaic)
7-9,鲸,jīng,whale
7-9,惊动,jīngdòng,to startle; to alarm; to fluster
7-9,经度,jīngdù,longitude
7-9,经费,jīngfèi,funds; expenditure
7-9,精华,jīnghuá,best feature; most important part of an object; quintessence; essence; soul
7-9,惊慌,jīnghuāng,to panic; to be alarmed
7-9,荆棘,jīngjí,thistles and thorns; brambles; thorny undergrowth
7-9,精练,jīngliàn,(textiles) to scour; to degum (silk); variant of 精炼
7-9,经贸,jīngmào,trade
7-9,精密,jīngmì,accuracy; exact; precise; refined
7-9,精妙,jīngmiào,exquisite; fine and delicate (usu. of works of art)
7-9,精明,jīngmíng,astute; shrewd; smart
7-9,精品,jīngpǐn,quality goods; premium product; fine work (of art)
7-9,惊奇,jīngqí,to be amazed; to be surprised; to wonder
7-9,精巧,jīngqiǎo,exquisite; ingenious and solid or fine in workmanship
7-9,精神病,jīngshénbìng,mental disorder; psychosis
7-9,经受,jīngshòu,to undergo (hardship); to endure; to withstand
7-9,精髓,jīngsuǐ,essence; quintessence
7-9,惊叹,jīngtàn,to exclaim in admiration; a gasp of surprise
7-9,精细,jīngxì,fine; meticulous; careful
7-9,惊吓,jīngxià,to frighten; to scare
7-9,晶莹,jīngyíng,sparkling and translucent
7-9,精英,jīngyīng,cream; elite; essence; quintessence
7-9,精益求精,jīngyìqiújīng,to perfect sth that is already outstanding (idiom); constantly improving
7-9,精湛,jīngzhàn,consummate; masterly; perfect
7-9,警报,jǐngbào,alarm; alert
7-9,井底之蛙,jǐngdǐzhīwā,frog at the bottom of a well (idiom); narrow-minded and ignorant
